"Fiction","['Fiction', 'Audiobook', 'Contemporary', 'Book Club', 'Mystery', 'Chick Lit', 'Adult Fiction']","30154","Truly Madly Guilty","Six responsible adults. Three cute kids. One small dog. It’s just a normal weekend. What could possibly go wrong?Sam and Clementine have a wonderful, albeit, busy life: they have two little girls, Sam has just started a new dream job, and Clementine, a cellist, is busy preparing for the audition of a lifetime. If there’s anything they can count on, it’s each other.Clementine and Erika are each other’s oldest friends. A single look between them can convey an entire conversation. But theirs is a complicated relationship, so when Erika mentions a last minute invitation to a barbecue with her neighbors, Tiffany and Vid, Clementine and Sam don’t hesitate. Having Tiffany and Vid’s larger than life personalities there will be a welcome respite.Two months later, it won’t stop raining, and Clementine and Sam can’t stop asking themselves the question: What if we hadn’t gone?In Truly Madly Guilty, Liane Moriarty takes on the foundations of our lives: marriage, sex, parenthood, and friendship. She shows how guilt can expose the fault lines in the most seemingly strong relationships, how what we don’t say can be more powerful than what we do, and how sometimes it is the most innocent of moments that can do the greatest harm.","Liane Moriarty","Liane Moriarty is the author of the #1 New York Times bestsellers Big Little Lies, The Husband’s Secret, and Truly Madly Guilty; the New York Times bestsellers Apples Never Fall, Nine Perfect Strangers, What Alice Forgot, and The Last Anniversary; The Hypnotist’s Love Story; and Three Wishes. She lives in Sydney, Australia, with her husband and two children.","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1724300218i%2F322069._UY200_CR50%2C0%2C200%2C200_.jpg&w=256&q=75","432","3.60","309823","23113","July 26, 2016","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491249206l/26247008.jpg","https://www.goodreads.com/book/show/26247008-truly-madly-guilty?from_choice=true","['55,510 (17%)', '114,915 (37%)', '105,048 (33%)', '27,523 (8%)', '6,827 (2%)']","254563","23729"
"Fiction","['Book Club', 'Drama', 'Historical Fiction', 'Contemporary Romance', 'Crime', 'Romance', 'Literary Fiction']","27917","All the Ugly and Wonderful Things","A beautiful and provocative love story between two unlikely people and the hard-won relationship that elevates them above the Midwestern meth lab backdrop of their lives.As the daughter of a drug dealer, Wavy knows not to trust people, not even her own parents. It's safer to keep her mouth shut and stay out of sight. Struggling to raise her little brother, Donal, eight-year-old Wavy is the only responsible adult around. Obsessed with the constellations, she finds peace in the starry night sky above the fields behind her house, until one night her star gazing causes an accident. After witnessing his motorcycle wreck, she forms an unusual friendship with one of her father's thugs, Kellen, a tattooed ex-con with a heart of gold.By the time Wavy is a teenager, her relationship with Kellen is the only tender thing in a brutal world of addicts and debauchery. When tragedy rips Wavy's family apart, a well-meaning aunt steps in, and what is beautiful to Wavy looks ugly under the scrutiny of the outside world. A powerful novel you wont soon forget, Bryn Greenwood's All the Ugly and Wonderful Things challenges all we know and believe about love.","Bryn Greenwood","BRYN GREENWOOD is the NYT bestselling author of All the Ugly and Wonderful Things, The Reckless Oath We Made, Lie Lay Lain, and Last Will. Her fifth novel NOBODY KNOWS YOU'RE HERE is coming in September 2025. She lives in northeast Kansas. ","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1441216966i%2F4183574._UX200_CR0%2C49%2C200%2C200_.jpg&w=256&q=75","432","3.98","192521","24501","August 9, 2016","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500552983l/26114135._SY475_.jpg","https://www.goodreads.com/book/show/26114135-all-the-ugly-and-wonderful-things?from_choice=true","['70,771 (36%)', '72,918 (37%)', '31,017 (16%)', '10,216 (5%)', '7,599 (3%)']","10240","2317"
"Fiction","['Fiction', 'Historical Fiction', 'Book Club', 'Contemporary', 'Literary Fiction', 'Audiobook', 'Historical']","27595","The Girls","Northern California, during the violent end of the 1960s. At the start of summer, a lonely and thoughtful teenager, Evie Boyd, sees a group of girls in the park, and is immediately caught by their freedom, their careless dress, their dangerous aura of abandon. Soon, Evie is in thrall to Suzanne, a mesmerizing older girl, and is drawn into the circle of a soon-to-be infamous cult and the man who is its charismatic leader. Hidden in the hills, their sprawling ranch is eerie and run down, but to Evie, it is exotic, thrilling, charged—a place where she feels desperate to be accepted. As she spends more time away from her mother and the rhythms of her daily life, and as her obsession with Suzanne intensifies, Evie does not realize she is coming closer and closer to unthinkable violence, and to that moment in a girl’s life when everything can go horribly wrong.","Emma Cline","Emma Cline is an American writer and novelist, originally from California. She published her first novel, ""The Girls"", in 2016, to positive reviews. The book was shortlisted for the John Leonard Award from the National Book Critics Circle and the Center for Fiction's First Novel Prize. Her stories have been published in The New Yorker, Tin House, Granta and The Paris Review. In 2017 Cline was named one of Granta's Best Young American Novelists.","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1448177198i%2F2926065._UX200_CR0%2C0%2C200%2C200_.jpg&w=256&q=75","355","3.51","234266","23938","June 14, 2016","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492065338l/26893819.jpg","https://www.goodreads.com/book/show/26893819-the-girls?from_choice=true","['36,932 (15%)', '83,624 (35%)', '81,034 (34%)', '26,391 (11%)', '6,285 (2%)']","224196","8832"
"Fiction","['Fiction', 'Book Club', 'Contemporary', 'Audiobook', 'Adult Fiction', 'Adult', 'Literary Fiction']","24848","The Nest","A warm, funny and acutely perceptive debut novel about four adult siblings and the fate of the shared inheritance that has shaped their choices and their lives.Every family has its problems. But even among the most troubled, the Plumb family stands out as spectacularly dysfunctional. Years of simmering tensions finally reach a breaking point on an unseasonably cold afternoon in New York City as Melody, Beatrice, and Jack Plumb gather to confront their charismatic and reckless older brother, Leo, freshly released from rehab. Months earlier, an inebriated Leo got behind the wheel of a car with a nineteen-year-old waitress as his passenger. The ensuing accident has endangered the Plumbs’ joint trust fund, “The Nest,” which they are months away from finally receiving. Meant by their deceased father to be a modest mid-life supplement, the Plumb siblings have watched The Nest’s value soar along with the stock market and have been counting on the money to solve a number of self-inflicted problems. Melody, a wife and mother in an upscale suburb, has an unwieldy mortgage and looming college tuition for her twin teenage daughters. Jack, an antiques dealer, has secretly borrowed against the beach cottage he shares with his husband, Walker, to keep his store open. And Bea, a once-promising short-story writer, just can’t seem to finish her overdue novel. Can Leo rescue his siblings and, by extension, the people they love? Or will everyone need to reimagine the future they’ve envisioned? Brought together as never before, Leo, Melody, Jack, and Beatrice must grapple with old resentments, present-day truths, and the significant emotional and financial toll of the accident, as well as finally acknowledge the choices they have made in their own lives.This is a story about the power of family, the possibilities of friendship, the ways we depend upon one another and the ways we let one another down. In this tender, entertaining, and deftly written debut, Sweeney brings a remarkable cast of characters to life to illuminate what money does to relationships, what happens to our ambitions over the course of time, and the fraught yet unbreakable ties we share with those we love.","Cynthia D'Aprix Sweeney","Cynthia D’Aprix Sweeney is the New York Times bestselling author of The Nest, which has been translated into more than 25 languages and optioned for film by Amazon Studios with Sweeney writing the adaptation. She has an MFA from the Bennington Writing Seminars and lives in Los Angeles with her husband and children.  ","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1456337564i%2F393731._UX200_CR0%2C49%2C200%2C200_.jpg&w=256&q=75","353","3.41","179799","15920","March 22, 2016","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461354827l/25781157.jpg","https://www.goodreads.com/book/show/25781157-the-nest?from_choice=true","['19,931 (11%)', '64,469 (35%)', '69,765 (38%)', '20,066 (11%)', '5,568 (3%)']","124402","6294"
"Fiction","['Fiction', 'Book Club', 'Contemporary', 'Audiobook', 'Adult', 'Adult Fiction', 'Race']","23912","Small Great Things","Ruth Jefferson is a labor and delivery nurse at a Connecticut hospital with more than twenty years' experience. During her shift, Ruth begins a routine checkup on a newborn, only to be told a few minutes later that she's been reassigned to another patient. The parents are white supremacists and don't want Ruth, who is African American, to touch their child. The hospital complies with their request, but the next day, the baby goes into cardiac distress while Ruth is alone in the nursery. Does she obey orders or does she intervene? Ruth hesitates before performing CPR and, as a result, is charged with a serious crime. Kennedy McQuarrie, a white public defender, takes her case but gives unexpected advice: Kennedy insists that mentioning race in the courtroom is not a winning strategy. Conflicted by Kennedy's counsel, Ruth tries to keep life as normal as possible for her family—especially her teenage son—as the case becomes a media sensation. As the trial moves forward, Ruth and Kennedy must gain each other's trust, and come to see that what they've been taught their whole lives about others—and themselves—might be wrong. With incredible empathy, intelligence, and candor, Jodi Picoult tackles race, privilege, prejudice, justice, and compassion—and doesn't offer easy answers. Small Great Things is a remarkable achievement from a writer at the top of her game.","Jodi Picoult","Jodi Picoult is the #1 New York Times bestselling author of twenty-eight novels, including Wish You Were Here, Small Great Things, Leaving Time, and My Sister’s Keeper, and, with daughter Samantha van Leer, two young adult novels, Between the Lines and Off the Page. Picoult lives in New Hampshire.MAD HONEY, her new novel co-authored with Jennifer Finney Boylan, is available in hardcover, ebook, and audio on October 4, 2022.Website: http://www.jodipicoult.com/Facebook: https://www.facebook.com/jodipicoult Twitter: https://twitter.com/jodipicoult","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1657141143i%2F7128._UX200_CR0%2C33%2C200%2C200_.jpg&w=256&q=75","480","4.36","417966","35461","January 1, 2016","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468057481l/28587957._SY475_.jpg","https://www.goodreads.com/book/show/28587957-small-great-things?from_choice=true","['220,958 (52%)', '142,795 (34%)', '41,867 (10%)', '8,614 (2%)', '3,732 (<1%)']","282756","32736"
"Fiction","['Fiction', 'Romance', 'Contemporary', 'Chick Lit', 'Audiobook', 'Book Club', 'Retellings']","17304","Eligible","This version of the Bennet family and Mr. Darcy is one that you have and haven't met before: Liz is a magazine writer in her late thirties who, like her yoga instructor older sister, Jane, lives in New York City. When their father has a health scare, they return to their childhood home in Cincinnati to help and discover that the sprawling Tudor they grew up in is crumbling and the family is in disarray. Youngest sisters Kitty and Lydia are too busy with their CrossFit workouts and Paleo diets to get jobs. Mary, the middle sister, is earning her third online master's degree and barely leaves her room, except for those mysterious Tuesday-night outings she won't discuss. And Mrs. Bennet has one thing on her mind: how to marry off her daughters, especially as Jane's fortieth birthday fast approaches. Enter Chip Bingley, a handsome new-in-town doctor who recently appeared on the juggernaut reality TV dating show Eligible. At a Fourth of July barbecue, Chip takes an immediate interest in Jane, but Chip's friend, neurosurgeon Fitzwilliam Darcy, reveals himself to Liz to be much less charming. . . . And yet, first impressions can be deceiving.","Curtis Sittenfeld","Curtis Sittenfeld is the New York Times bestselling author of six novels, including Rodham, Eligible, Prep, American Wife, and Sisterland, as well as the collection You Think It, I'll Say It. Her books have been translated into thirty languages. In addition, her short stories have appeared in The New Yorker, The Washington Post Magazine, Esquire, and The Best American Short Stories, for which she has also been the guest editor. Her nonfiction has appeared in The New York Times, The Atlantic, Time, and Vanity Fair, and on public radio's This American Life.","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1675721083i%2F6429._UX200_CR0%2C49%2C200%2C200_.jpg&w=256&q=75","492","3.60","97960","12799","April 19, 2016","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477855l/25852870.jpg","https://www.goodreads.com/book/show/25852870-eligible?from_choice=true","['18,278 (18%)', '38,593 (39%)', '28,238 (28%)', '9,134 (9%)', '3,717 (3%)']","81039","4483"
"Fiction","['Fiction', 'Book Club', 'Audiobook', 'Literary Fiction', 'Historical Fiction', 'Contemporary', 'Family']","15626","Commonwealth","One Sunday afternoon in Southern California, Bert Cousins shows up at Franny Keating’s christening party uninvited. Before evening falls, he has kissed Franny’s mother, Beverly—thus setting in motion the dissolution of their marriages and the joining of two families.Spanning five decades, Commonwealth explores how this chance encounter reverberates through the lives of the four parents and six children involved. Spending summers together in Virginia, the Keating and Cousins children forge a lasting bond that is based on a shared disillusionment with their parents and the strange and genuine affection that grows up between them.When, in her twenties, Franny begins an affair with the legendary author Leon Posen and tells him about her family, the story of her siblings is no longer hers to control. Their childhood becomes the basis for his wildly successful book, ultimately forcing them to come to terms with their losses, their guilt, and the deeply loyal connection they feel for one another.Told with equal measures of humor and heartbreak, Commonwealth is a meditation on inspiration, interpretation, and the ownership of stories. It is a brilliant and tender tale of the far-reaching ties of love and responsibility that bind us together.","Ann Patchett","Patchett was born in Los Angeles, California. Her mother is the novelist Jeanne Ray.She moved to Nashville, Tennessee when she was six, where she continues to live. Patchett said she loves her home in Nashville with her doctor husband and dog. If asked if she could go any place, that place would always be home. ""Home is ...the stable window that opens out into the imagination.""Patchett attended high school at St. Bernard Academy, a private, non-parochial Catholic school for girls run by the Sisters of Mercy. Following graduation, she attended Sarah Lawrence College and took fiction writing classes with Allan Gurganus, Russell Banks, and Grace Paley. She later attended the Iowa Writers' Workshop at the University of Iowa and the Fine Arts Work Center in Provincetown, Massachusetts, where she met longtime friend Elizabeth McCracken. It was also there that she wrote her first novel, The Patron Saint of Liars.In 2010, when she found that her hometown of Nashville no longer had a good book store, she co-founded Parnassus Books with Karen Hayes; the store opened in November 2011. In 2012, Patchett was on the Time 100 list of most influential people in the world by TIME magazine.","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1709053289i%2F7136914._UX200_CR0%2C0%2C200%2C200_.jpg&w=256&q=75","322","3.83","196758","17899","September 1, 2016","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483278132l/28214365._SY475_.jpg","https://www.goodreads.com/book/show/28214365-commonwealth?from_choice=true","['46,231 (23%)', '86,835 (44%)', '50,614 (25%)', '10,438 (5%)', '2,640 (1%)']","1951","643"
"Fiction","['Fiction', 'Contemporary', 'Animals', 'Audiobook', 'Book Club', 'Magical Realism', 'Dogs']","15121","Lily and the Octopus","Combining the emotional depth of The Art of Racing in the Rain with the magical spirit of The Life of Pi, Lily and the Octopus is an epic adventure of the heart.When you sit down with Lily and the Octopus, you will be taken on an unforgettable ride.The magic of this novel is in the read, and we don’t want to spoil it by giving away too many details. We can tell you that this is a story about that special someone: the one you trust, the one you can’t live without.For Ted Flask, that someone special is his aging companion Lily, who happens to be a dog. Lily and the Octopus reminds us how it feels to love fiercely, how difficult it can be to let go, and how the fight for those we love is the greatest fight of all.Remember the last book you told someone they had to read? Lily and the Octopus is the next one.","Steven Rowley","Steven Rowley is the bestselling author of Lily and the Octopus, a Washington Post Notable Book of 2016, The Editor, named by NPR and Esquire Magazine as one of the Best Books of 2019, and The Guncle, a Goodreads Choice Awards finalist for 2021 Novel of the Year and semi-finalist for The Thurber Prize in American Humor. His fiction has been published in twenty languages. Rowley lives in Palm Springs, CA with his husband, the writer Byron Lane. ","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1706079769i%2F14972725._UX200_CR0%2C40%2C200%2C200_.jpg&w=256&q=75","307","3.73","51137","8691","June 7, 2016","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499086357l/27276262._SY475_.jpg","https://www.goodreads.com/book/show/27276262-lily-and-the-octopus?from_choice=true","['13,166 (25%)', '18,548 (36%)', '13,557 (26%)', '4,429 (8%)', '1,437 (2%)']","88196","3088"
"Fiction","['Fiction', 'Book Club', 'Audiobook', 'Literary Fiction', 'Contemporary', 'Family', 'Adult Fiction']","13786","My Name Is Lucy Barton","Lucy Barton is recovering slowly from what should have been a simple operation. Her mother, to whom she hasn’t spoken for many years, comes to see her. Gentle gossip about people from Lucy’s childhood in Amgash, Illinois, seems to reconnect them, but just below the surface lie the tension and longing that have informed every aspect of Lucy’s life: her escape from her troubled family, her desire to become a writer, her marriage, her love for her two daughters. Knitting this powerful narrative together is the brilliant storytelling voice of Lucy herself: keenly observant, deeply human, and truly unforgettable.","Elizabeth Strout","Elizabeth Strout is the author of several novels, including: Abide with Me, a national bestseller and BookSense pick, and Amy and Isabelle, which won the Los Angeles Times Art Seidenbaum Award for First Fiction and the Chicago Tribune Heartland Prize, and was a finalist for the PEN/Faulkner Award and the Orange Prize in England. In 2009 she was awarded the Pulitzer Prize for her book Olive Kitteridge. Her short stories have been published in a number of magazines, including The New Yorker. She teaches at the Master of Fine Arts program at Queens University of Charlotte.","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1361387789i%2F97313._UX200_CR0%2C49%2C200%2C200_.jpg&w=256&q=75","193","3.59","179448","18493","January 12, 2016","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450653428l/25893709.jpg","https://www.goodreads.com/book/show/25893709-my-name-is-lucy-barton?from_choice=true","['34,362 (19%)', '65,716 (36%)', '56,261 (31%)', '18,139 (10%)', '4,970 (2%)']","114359","9574"
"Fiction","['Short Stories', 'Fiction', 'Magical Realism', 'Fantasy', 'Book Club', 'LGBT', 'Contemporary']","10343","What Is Not Yours Is Not Yours","The key to a house, the key to a heart, the key to a secret—Oyeyemi’s keys not only unlock elements of her characters’ lives, they promise further labyrinths on the other side. In “Books and Roses” one special key opens a library, a garden, and clues to at least two lovers’ fates. In “Is Your Blood as Red as This?” an unlikely key opens the heart of a student at a puppeteering school. “‘Sorry’ Doesn’t Sweeten Her Tea” involves a “house of locks,” where doors can be closed only with a key—with surprising, unobservable developments. And in “If a Book Is Locked There’s Probably a Good Reason for That Don't You Think,” a key keeps a mystical diary locked (for good reason).  Oyeyemi’s tales span multiple times and landscapes as they tease boundaries between coexisting realities. Is a key a gate, a gift, or an invitation?","Helen Oyeyemi","Helen Oyeyemi is a British novelist. She lives in Prague, and has written eleven books so far, none of which involve ‘magical realism’. Can’t fiction sometimes get extra fictional without being called such names…?","/_next/image?url=https%3A%2F%2Fi.gr-assets.com%2Fimages%2FS%2Fcompressed.photo.goodreads.com%2Fauthors%2F1712067579i%2F80808._UX200_CR0%2C50%2C200%2C200_.jpg&w=256&q=75","325","3.64","14248","2287","March 8, 2016","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1447463920l/25810500.jpg","https://www.goodreads.com/book/show/25810500-what-is-not-yours-is-not-yours?from_choice=true","['3,486 (24%)', '4,722 (33%)', '3,970 (27%)', '1,556 (10%)', '514 (3%)']","62266","1701"
